unnamed: 0,make,model,variant,ex-showroom_price,displacement,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity,fuel_type,height,length,width,body_type,doors,city_mileage,highway_mileage,arai_certified_mileage,kerb_weight,gears,ground_clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track,rear_track,front_tyre_&_rim,rear_tyre_&_rim,power_steering,power_windows,power_seats,keyless_entry,power,torque,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase,wheels_size,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty,bluetooth,boot-lid_opener,boot_space,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,extended_warranty,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,engine_immobilizer,seat_back_pockets,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,adjustable_steering_column,parking_assistance,key_off_reminder,usb_compatibility,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,leather_wrapped_steering,automatic_headlamps,asr_/_traction_control,cruise_control
363.0,Maruti Suzuki,Alto,Vxi,376100.0,796.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1475 ,3445 ,1490 ,Hatchback,5.0,unknown,unknown,22.05 ,762 ,5,160 ,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295 ,1290 ,145/80R12,145/80R12,Yes,Only Front Windows,unknown,Remote,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,Manual,2360 ,145/80R12,unknown,Yes,CD Player with USB & Aux-in,Yes,unknown,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",unknown,Yes,Yes,Yes,Digital,Front,unknown,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,unknown,Yes,1185 kg,"Driver frontal airbag, Front passenger frontal airbag",unknown,Yes,unknown,unknown,2.0,unknown,Rear sensors,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Cup Holders,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
364.0,Maruti Suzuki,Alto,Lxi Cng (Cng +,405570.0,796.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,CNG + Petrol,1475 ,3445 ,1490 ,Hatchback,5.0,unknown,unknown,22.05 ,755 ,5,160 ,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295 ,1290 ,145/80R12,145/80R12,Electric Power,Only Front Windows,unknown,unknown,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,Manual,2360 ,145/80R12,unknown,unknown,Not on offer,unknown,unknown,2 years /40000 Kms (years/distance whichever comes first),unknown,Internal,unknown,unknown,unknown,Yes,Digital,Front,unknown,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",unknown,Internal,Digital,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,unknown,unknown,unknown,Yes,Yes,unknown,unknown,unknown,1185 kg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
365.0,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190.0,796.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,CNG + Petrol,1475 ,3445 ,1490 ,Hatchback,5.0,unknown,unknown,22.05 ,757 ,5,160 ,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295 ,1290 ,145/80R12,145/80R12,Yes,Only Front Windows,unknown,unknown,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,Manual,2360 ,145/80R12,unknown,unknown,Not on offer,unknown,unknown,unknown,unknown,Internal,unknown,unknown,unknown,Yes,Digital,Front,unknown,Front,Yes,unknown,unknown,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,Yes,Yes,unknown,unknown,1185 kg,Driver frontal airbag,unknown,Yes,unknown,unknown,1.0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Cup Holders,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
366.0,Maruti Suzuki,Alto,Vxi Plus,389600.0,796.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1475 ,3445 ,1490 ,Hatchback,5.0,unknown,unknown,22.05 ,762 ,5,160 ,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295 ,1290 ,145/80R12,145/80R12,Yes,Only Front Windows,unknown,Remote,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,Manual,2360 ,145/80R12,unknown,Yes,CD Player with USB & Aux-in,Yes,unknown,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",unknown,Yes,Yes,Yes,Digital,Front,unknown,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,unknown,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,unknown,Yes,1185 kg,"Driver frontal airbag, Front passenger frontal airbag",unknown,Yes,unknown,unknown,2.0,unknown,Rear sensors,unknown,Yes,unknown,Touch Sensitive,unknown,unknown,unknown,unknown,unknown,unknown,Cup Holders,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
367.0,Maruti Suzuki,S-Presso,Std,370500.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.4 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,unknown,unknown,unknown,unknown,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2380 ,145/80 R13,unknown,unknown,Not on offer,unknown,unknown,unknown,unknown,Internal,unknown,unknown,unknown,Yes,unknown,Not on offer,unknown,unknown,unknown,unknown,unknown,Internal,Analog,Manual,Analog,Yes,4.5 ,Yes,unknown,unknown,unknown,Yes,unknown,unknown,Yes,unknown,Yes,unknown,unknown,1170 kg,Driver frontal airbag,Yes,Yes,unknown,unknown,1.0,unknown,Rear sensors,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
368.0,Maruti Suzuki,S-Presso,Std (O),376500.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.4 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,unknown,unknown,unknown,unknown,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2380 ,145/80 R13,unknown,unknown,Not on offer,unknown,unknown,unknown,unknown,Internal,unknown,unknown,unknown,Yes,unknown,Not on offer,unknown,unknown,unknown,unknown,unknown,Internal,Analog,Manual,Analog,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,unknown,Yes,unknown,unknown,Yes,unknown,Yes,unknown,unknown,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,unknown,unknown,2.0,unknown,Rear sensors,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
369.0,Maruti Suzuki,S-Presso,Lxi,409000.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.4 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,Yes,unknown,unknown,unknown,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2380 ,145/80 R13,unknown,unknown,Not on offer,unknown,unknown,unknown,unknown,Internal,unknown,unknown,unknown,Yes,unknown,Not on offer,unknown,unknown,unknown,unknown,unknown,Internal,Analog,Manual,Analog,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,unknown,unknown,1170 kg,Driver frontal airbag,Yes,Yes,unknown,unknown,1.0,unknown,Rear sensors,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
370.0,Maruti Suzuki,S-Presso,Lxi (O),415000.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.4 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,Yes,unknown,unknown,unknown,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2380 ,145/80 R13,unknown,unknown,Not on offer,unknown,unknown,unknown,unknown,Internal,unknown,unknown,unknown,Yes,unknown,Not on offer,unknown,unknown,unknown,unknown,unknown,Internal,Analog,Manual,Analog,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,unknown,unknown,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,unknown,unknown,2.0,unknown,Rear sensors,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
371.0,Maruti Suzuki,S-Presso,Vxi,432500.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.7 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,Yes,Only Front Windows,unknown,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2380 ,145/80 R13,unknown,unknown,USB & Aux-in,unknown,Yes,unknown,Yes,Internal,unknown,unknown,Yes,Yes,unknown,Not on offer,Yes,unknown,unknown,unknown,Yes,Internal,Analog,Manual,Analog,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,Yes,unknown,1170 kg,Driver frontal airbag,Yes,Yes,unknown,Yes,1.0,unknown,Rear sensors,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
372.0,Maruti Suzuki,S-Presso,Vxi (O),438500.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.7 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,Yes,Only Front Windows,unknown,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2380 ,145/80 R13,unknown,unknown,USB & Aux-in,unknown,Yes,unknown,Yes,Internal,unknown,unknown,Yes,Yes,unknown,Not on offer,Yes,unknown,unknown,unknown,Yes,Internal,Analog,Manual,Analog,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,Yes,unknown,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,unknown,Yes,2.0,unknown,Rear sensors,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
373.0,Maruti Suzuki,S-Presso,Vxi Ags,475500.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.7 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,Yes,Only Front Windows,unknown,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,AMT,2380 ,145/80 R13,unknown,unknown,USB & Aux-in,unknown,Yes,unknown,Yes,Internal,unknown,unknown,Yes,Yes,unknown,Not on offer,Yes,unknown,unknown,unknown,Yes,Internal,Analog,Manual,Analog,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,Yes,unknown,1170 kg,Driver frontal airbag,Yes,Yes,unknown,unknown,1.0,unknown,Rear sensors,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
374.0,Maruti Suzuki,S-Presso,Vxi+,456000.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.7 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,Electric Power,All Windows,unknown,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,"Analog, Digital",Yes,5.0,Fabric,Manual,2380 ,145/80 R13,unknown,Yes,USB & Aux-in,Yes,Yes,unknown,Yes,Internal,unknown,unknown,Yes,Yes,Digital,Front,Yes,Front,unknown,unknown,Yes,Internal,Analog,Manual,Digital,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,Yes,Yes,Yes,unknown,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,unknown,Yes,2.0,unknown,Rear sensors,unknown,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
375.0,Maruti Suzuki,S-Presso,Vxi (O) Ags,481500.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.7 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,Yes,Only Front Windows,unknown,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,AMT,2380 ,145/80 R13,unknown,unknown,USB & Aux-in,unknown,Yes,unknown,Yes,Internal,unknown,unknown,Yes,Yes,unknown,Not on offer,Yes,unknown,unknown,unknown,Yes,Internal,Analog,Manual,Analog,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,Yes,Yes,unknown,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,unknown,Yes,2.0,unknown,Rear sensors,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
376.0,Maruti Suzuki,S-Presso,Vxi+ Ags,499000.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 ,3565 ,1520 ,Hatchback,5.0,unknown,unknown,21.7 ,726 ,5,unknown,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,unknown,unknown,145/80 R13,145/80 R13,Electric Power,All Windows,unknown,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Digital,Digital,Yes,5.0,Fabric,AMT,2380 ,145/80 R13,unknown,Yes,USB & Aux-in,Yes,Yes,unknown,Yes,Internal,unknown,unknown,Yes,Yes,Digital,Front,Yes,unknown,Yes,unknown,Yes,Internal,Digital,Manual,Digital,Yes,4.5 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,Yes,Yes,unknown,Yes,Yes,unknown,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,unknown,Yes,2.0,unknown,Rear sensors,unknown,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
377.0,Maruti Suzuki,Celerio,Lxi,426289.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 ,3600 ,1600 ,Hatchback,5.0,23 ,unknown,23.1 ,810 ,5,165 ,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 ,1410 ,155/80R13,155/80R13,Electric Power,unknown,unknown,unknown,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2425 ,155/80R13,unknown,unknown,Not on offer,unknown,unknown,2 years /40000 Kms (years/distance whichever comes first),unknown,Manual,235 ,unknown,unknown,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",unknown,Internal,Digital,Manual,Analog + Digital,Yes,4.7 ,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,unknown,Yes,unknown,1250 kg,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
378.0,Maruti Suzuki,Celerio,Vxi,465138.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 ,3600 ,1600 ,Hatchback,5.0,23 ,22 ,23.1 ,810 ,5,165 ,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 ,1410 ,165/70R14,165/70R14,Electric Power,All Windows,unknown,unknown,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2425 ,165/70R14,unknown,unknown,Not on offer,unknown,unknown,2 years /40000 Kms (years/distance whichever comes first),unknown,Manual,235 ,unknown,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",unknown,Internal,Digital,Manual,Analog + Digital,Yes,4.7 ,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,unknown,Yes,unknown,1250 kg,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
379.0,Maruti Suzuki,Celerio,Vxi At,508138.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 ,3600 ,1600 ,Hatchback,5.0,23 ,22 ,23.1 ,810 ,5,165 ,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 ,1410 ,165/70R14,165/70R14,Electric Power,All Windows,unknown,unknown,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2425 ,165/70R14,unknown,unknown,Not on offer,unknown,unknown,2 years /40000 Kms (years/distance whichever comes first),unknown,Manual,235 ,unknown,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",unknown,Internal,Digital,Manual,Analog + Digital,Yes,4.7 ,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,unknown,Yes,Yes,unknown,unknown,Yes,unknown,1250 kg,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
380.0,Maruti Suzuki,Celerio,Zxi,490924.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 ,3600 ,1600 ,Hatchback,5.0,23 ,22 ,23.1 ,810 ,5,165 ,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 ,1410 ,165/70R14,165/70R14,Electric Power,All Windows,unknown,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425 ,165/70R14,unknown,unknown,CD Player with USB & Aux-in,Yes,unknown,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 ,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 ,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,Yes,unknown,Yes,unknown,1250 kg,Driver frontal airbag,Yes,unknown,Yes,unknown,1.0,Rake,unknown,Yes,Yes,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
381.0,Maruti Suzuki,Celerio,Zxi (Opt),531279.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 ,3600 ,1600 ,Hatchback,5.0,23 ,22 ,23.1 ,810 ,5,165 ,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 ,1410 ,165/70R14,165/70R14,Electric Power,All Windows,unknown,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425 ,165/70R14,unknown,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 ,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 ,Yes,Driver & Front Passenger,unknown,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,Yes,Yes,Yes,unknown,1350 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,unknown,Yes,unknown,2.0,Rake,unknown,Yes,Yes,unknown,unknown,Multifunction Steering Wheel,unknown,unknown,Manual Adjustment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
382.0,Maruti Suzuki,Celerio,Vxi Cng Mt,530000.0,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,CNG,1560 ,3600 ,1600 ,Hatchback,5.0,unknown,unknown,unknown,810 ,5,165 ,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 ,1410 ,165/70R14,165/70R14,Electric Power,All Windows,unknown,unknown,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2425 ,165/70R14,unknown,unknown,Not on offer,unknown,unknown,2 years /40000 Kms (years/distance whichever comes first),unknown,Manual,235 ,unknown,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",unknown,Internal,Digital,Manual,Analog + Digital,Yes,4.7 ,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,unknown,unknown,Yes,unknown,unknown,Yes,unknown,1250 kg,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
